name,description,ownerV2/__typename,ownerV2/data/__typename,ownerV2/data/name,ownerV2/data/uri,ownerV2/data/username,playlistUrl,uri
Song that will be played at my funeral,,UserResponseWrapper,User,Carter Goodness,spotify:user:315wbvczwadnuwzwztgjjnezew2m,315wbvczwadnuwzwztgjjnezew2m,https://open.spotify.com/playlist/3dn7AQhoZ05rFdW9FlHURG,spotify:playlist:3dn7AQhoZ05rFdW9FlHURG
Funeral Doom Metal,Doom Metal: Sub genre | Funeral Doom | Funeral Death | Funeral Sludge | Cover: Eye Of Solitude (Godless),UserResponseWrapper,User,Funeral Doom,spotify:user:4bt73opzi3aohsoeejgqeleu9,4bt73opzi3aohsoeejgqeleu9,https://open.spotify.com/playlist/2oyA3JCLleqfQ5GBMNGmso,spotify:playlist:2oyA3JCLleqfQ5GBMNGmso
play these at my funeral,,UserResponseWrapper,User,walber,spotify:user:ex9zu322kx0es2lji0m1jwuqy,ex9zu322kx0es2lji0m1jwuqy,https://open.spotify.com/playlist/1Fa0XsLWANmoRvlP9psS5y,spotify:playlist:1Fa0XsLWANmoRvlP9psS5y
bubbas funeral,,UserResponseWrapper,User,Sam Lawrence,spotify:user:31tlr35nudv56nar3nl7yho2fc5y,31tlr35nudv56nar3nl7yho2fc5y,https://open.spotify.com/playlist/5Dci9zdCgSkHXVPM1sLGKj,spotify:playlist:5Dci9zdCgSkHXVPM1sLGKj
Play This At My Funeral,Don&#x27;t actually,UserResponseWrapper,User,Rowen Egenlauf,spotify:user:olliechatter,olliechatter,https://open.spotify.com/playlist/2Vs3kMSZ6Bb1e6P5lieI1p,spotify:playlist:2Vs3kMSZ6Bb1e6P5lieI1p
If this ain’t played at my funeral then I aint dying ,,UserResponseWrapper,User,Trevan,spotify:user:31ecfzst7osrr5mxwskkm47vkgym,31ecfzst7osrr5mxwskkm47vkgym,https://open.spotify.com/playlist/5DBoMiXYV5IWv6qLCh6Kwn,spotify:playlist:5DBoMiXYV5IWv6qLCh6Kwn
Playlist For Grandma Anita’s Funeral ,,UserResponseWrapper,User,calistaharman,spotify:user:calistaharman,calistaharman,https://open.spotify.com/playlist/6dIKDvLBLMMjiSBTPzEjPF,spotify:playlist:6dIKDvLBLMMjiSBTPzEjPF
Music for Grief & Loss,Music for those who are grieving a recent loss or reminiscing a loved one.,UserResponseWrapper,User,Jeff,spotify:user:6h218keoziymspt6ppjmf24pq,6h218keoziymspt6ppjmf24pq,https://open.spotify.com/playlist/0W2jpwyJobv14pe1vDyoYl,spotify:playlist:0W2jpwyJobv14pe1vDyoYl
Play this at my funeral ,,UserResponseWrapper,User,Element Fractal,spotify:user:kerchow56789,kerchow56789,https://open.spotify.com/playlist/0idNW1d2eC2KWewvG0wzXw,spotify:playlist:0idNW1d2eC2KWewvG0wzXw
Grandpas Funeral,,UserResponseWrapper,User,Robin,spotify:user:31k76m6qnz46viczlkrnl7khdwyi,31k76m6qnz46viczlkrnl7khdwyi,https://open.spotify.com/playlist/4qnSr4xQmenPKeLO9WrqXV,spotify:playlist:4qnSr4xQmenPKeLO9WrqXV
Music to be played at my funeral,,UserResponseWrapper,User,Arsenii Matveev,spotify:user:312t76fiwlwd5pplhvfkvhahif6i,312t76fiwlwd5pplhvfkvhahif6i,https://open.spotify.com/playlist/6hxCcONJsp2ht5yOll8GWn,spotify:playlist:6hxCcONJsp2ht5yOll8GWn
my grandpa died and I can't stop thinking about it.,,UserResponseWrapper,User,Zoey,spotify:user:jy6487bijgtkpbwmrukt2y2m6,jy6487bijgtkpbwmrukt2y2m6,https://open.spotify.com/playlist/3YBuB2264wfrp9q2gFkoQ8,spotify:playlist:3YBuB2264wfrp9q2gFkoQ8
"play this at my funeral, if I don’t get up and scream the lyrics I’m really gone",,UserResponseWrapper,User,mosca,spotify:user:dowfyavkqmqut6by685pobifr,dowfyavkqmqut6by685pobifr,https://open.spotify.com/playlist/2zEwqG6jnIAyNvkkQSjnUV,spotify:playlist:2zEwqG6jnIAyNvkkQSjnUV
Music for my funeral r.i.p.😔🕊️⚰️,,UserResponseWrapper,User,Sara,spotify:user:2l2khfrmm226qavtth3fz3sqk,2l2khfrmm226qavtth3fz3sqk,https://open.spotify.com/playlist/5EpZV7JoBbTc977v8qtLt5,spotify:playlist:5EpZV7JoBbTc977v8qtLt5
🎶✝️🎶Songs to play at my funeral (with dancefloor and amps on 11)🎶✝️🎶,I can not be held responsible for whatever happens next - and please don&#x27;t forget the laser show ⚰️🪦💥,UserResponseWrapper,User,Jeffrey Sweeney,spotify:user:215kgyb3ge7nr7dibdi4wy6oy,215kgyb3ge7nr7dibdi4wy6oy,https://open.spotify.com/playlist/6J4UH0NOiCdb3xfYcqyXPA,spotify:playlist:6J4UH0NOiCdb3xfYcqyXPA
grief is love with nowhere to go,"mourning the death of a loved one, coping loss. listen only in case of emergency, hurts too much to listen to. songs about parents, rip",UserResponseWrapper,User,aisha35,spotify:user:aisha35,aisha35,https://open.spotify.com/playlist/0nqP5XzbgjIXdqTs9R7Mul,spotify:playlist:0nqP5XzbgjIXdqTs9R7Mul
i’d like to start planning my funeral,,UserResponseWrapper,User,elissa,spotify:user:90fx7aqvhmxb1ofm3ujxq62fl,90fx7aqvhmxb1ofm3ujxq62fl,https://open.spotify.com/playlist/6htcGqrbIS4R6KXipzcSBS,spotify:playlist:6htcGqrbIS4R6KXipzcSBS
Grieving my dead dad… oof,"For all my bad bitties who have also lost someone, it never goes aways but slowly hurts less. keep your head up love you are doing great. I love you all ❤️",UserResponseWrapper,User,fearneogormley,spotify:user:feanreogormley,feanreogormley,https://open.spotify.com/playlist/6QwZN9jJ4nrBXSXpjWpj10,spotify:playlist:6QwZN9jJ4nrBXSXpjWpj10
PLAY AT MY FUNERAL BANGERS ,play at my funeral playlist but only the bangers qualify for this new album ,UserResponseWrapper,User,Liam Drake,spotify:user:217rxym5v32gmrbb7xqywgcgq,217rxym5v32gmrbb7xqywgcgq,https://open.spotify.com/playlist/5NmFAutVpM4I883e55SJre,spotify:playlist:5NmFAutVpM4I883e55SJre
electric funeral,,UserResponseWrapper,User,dickbaguette,spotify:user:316z7u3yi7s253vuar75izf6kuzi,316z7u3yi7s253vuar75izf6kuzi,https://open.spotify.com/playlist/2LA9ClF0VM7qKiazRTcQ7d,spotify:playlist:2LA9ClF0VM7qKiazRTcQ7d
Songs when my grandma passed  😭❤️,,UserResponseWrapper,User,maylonanderson-us,spotify:user:maylonanderson-us,maylonanderson-us,https://open.spotify.com/playlist/0KTqOs8sLeasvTiXeP7xnC,spotify:playlist:0KTqOs8sLeasvTiXeP7xnC
Grief Country,"May this playlist allow you a moment to cry, grieve, and get through the emotions of your loss. Take your time, and breathe💔",UserResponseWrapper,User,Cait Spaak,spotify:user:31c3r5lpe2trbzx24pdhi3iva6gq,31c3r5lpe2trbzx24pdhi3iva6gq,https://open.spotify.com/playlist/59T9WxUvekh90uCzuIMChE,spotify:playlist:59T9WxUvekh90uCzuIMChE
Country mourning/grief songs,,UserResponseWrapper,User,ffoflonker,spotify:user:ffoflonker,ffoflonker,https://open.spotify.com/playlist/09Kgi6PKTUEKC6AR7DYI3m,spotify:playlist:09Kgi6PKTUEKC6AR7DYI3m
Christian Songs for Grief Loss ,,UserResponseWrapper,User,Jeff Pinkleton,spotify:user:1219680521,1219680521,https://open.spotify.com/playlist/5iQhkFmzPswGs6woOI8k0h,spotify:playlist:5iQhkFmzPswGs6woOI8k0h
Three Days Grace Loud Island: Bite Bash 2026,feat. The Funeral Portrait &amp; I Prevail,UserResponseWrapper,User,Reuven Jacobson,spotify:user:12153352576,12153352576,https://open.spotify.com/playlist/5LCpmdEGGEEfN3itO9Hewu,spotify:playlist:5LCpmdEGGEEfN3itO9Hewu
Funebri,,UserResponseWrapper,User,laurent,spotify:user:31gidgk35z6fl3ihr7pqlx7chyum,31gidgk35z6fl3ihr7pqlx7chyum,https://open.spotify.com/playlist/5tade2Eda0E9flN0EpvwWx,spotify:playlist:5tade2Eda0E9flN0EpvwWx
New Funeral Songs 2026 - Last Funeral Song 2026 (Funeral Songs that Will Make You Cry 2026),⭐You can also find us with: sad songs that make you cry 2026 - songs that will make you cry 2026 - last funeral music - sad songs for when you lose someone playlist - new funeral songs 2026 - sad songs for when you miss someone - 2026 funeral songs - new funeral songs - funeral songs that will make you cry - latest funeral songs,UserResponseWrapper,User,Redlist - Deep Beats,spotify:user:31ua4de5dtkk3gumkvcgez3ye3y4,31ua4de5dtkk3gumkvcgez3ye3y4,https://open.spotify.com/playlist/1E0QiVpUVXNP8c8otehDBV,spotify:playlist:1E0QiVpUVXNP8c8otehDBV
Play this at our funerals,we’ll be revived ,UserResponseWrapper,User,julia martin,spotify:user:h7yfjers778kvc0qe5y8rsakr,h7yfjers778kvc0qe5y8rsakr,https://open.spotify.com/playlist/7LjhU51Xcyk5pDiWNtl2Pm,spotify:playlist:7LjhU51Xcyk5pDiWNtl2Pm
Play This At My Funeral,,UserResponseWrapper,User,Rafota,spotify:user:31jsmadglncgw36sa7ksyd5rx4aq,31jsmadglncgw36sa7ksyd5rx4aq,https://open.spotify.com/playlist/0fvTzHWzveXYieoR3DCYaZ,spotify:playlist:0fvTzHWzveXYieoR3DCYaZ
Play this at my funeral.,"and always remember, it’s better to feel pain then nothing at all.",UserResponseWrapper,User,JRA,spotify:user:krhesdnzkgbx4z2bpq9nr9q4r,krhesdnzkgbx4z2bpq9nr9q4r,https://open.spotify.com/playlist/32cQZNV7feoMabDz6ukcd5,spotify:playlist:32cQZNV7feoMabDz6ukcd5
Rose Funeral Mix,"<a href=spotify:playlist:37i9dQZF1EIUpGcMqXvIkn>Suffokate</a>, <a href=spotify:playlist:37i9dQZF1EIZJ33gll2FZI>Annotations Of An Autopsy</a> and <a href=spotify:playlist:37i9dQZF1EIVnq79CeSHBe>Salt The Wound</a>",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1EIUHbpkPje22T,spotify:playlist:37i9dQZF1EIUHbpkPje22T
Play these at my funeral,,UserResponseWrapper,User,Gibby,spotify:user:rm55pvhnclabke6khg5joztg7,rm55pvhnclabke6khg5joztg7,https://open.spotify.com/playlist/3i2EqaD94q19ngT8Q1xog7,spotify:playlist:3i2EqaD94q19ngT8Q1xog7
funeral doom metal,Funeral Doom Metal Mix,UserResponseWrapper,User,makijauna,spotify:user:makijauna,makijauna,https://open.spotify.com/playlist/3KrRspFBjnXCWHVHmrxIFi,spotify:playlist:3KrRspFBjnXCWHVHmrxIFi
TDG - I Prevail - Funeral Portrait,,UserResponseWrapper,User,Collin,spotify:user:collinwelcher,collinwelcher,https://open.spotify.com/playlist/61RyersKkk9vPoG7wYG6TR,spotify:playlist:61RyersKkk9vPoG7wYG6TR
Funeral Dermot Kennedy,Funeral Dermot Kennedy,UserResponseWrapper,User,Rode410,spotify:user:3137zxmakfhdll7ppfawuywevoqi,3137zxmakfhdll7ppfawuywevoqi,https://open.spotify.com/playlist/4QEJh4kWxDUtN5CmVzZzFS,spotify:playlist:4QEJh4kWxDUtN5CmVzZzFS
Aiden’s funeral🥺🥺🌈,THE group chat playlist no judging 🌈💕😂🦄,UserResponseWrapper,User,Neptunez🪽,spotify:user:31dqaxbykc273pxnizt4x3uym5ky,31dqaxbykc273pxnizt4x3uym5ky,https://open.spotify.com/playlist/4XsJzh2HvyUsZkNCqucmJd,spotify:playlist:4XsJzh2HvyUsZkNCqucmJd
🪦 Funeral-Doom 📡 Drone  🌊 Ambient Metal/Noise/Shoegaze & assorted LongBois🐍,⏳🎵  Avg. track length ~11:45🫡💤,UserResponseWrapper,User,Full_Metal_Gorilla 🦍,spotify:user:naturf1,naturf1,https://open.spotify.com/playlist/3zEZzlDdwfiPsUaI4M6bgx,spotify:playlist:3zEZzlDdwfiPsUaI4M6bgx
new scores that i want played at my funeral,🧎‍➡️🧎‍➡️Nobuo Uematsu 🧎🧎,UserResponseWrapper,User,paolo,spotify:user:gpbjbsneijjgwd95dcyt97hug,gpbjbsneijjgwd95dcyt97hug,https://open.spotify.com/playlist/0E8F8SikOV9ldBHsUIoJXl,spotify:playlist:0E8F8SikOV9ldBHsUIoJXl
Funeral Song Radio,"With Baby Bugs, Solya, we are the dirt and more",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1E8Ohn2ajzfAWx,spotify:playlist:37i9dQZF1E8Ohn2ajzfAWx
Bestie's Funeral🪦💀,,UserResponseWrapper,User,Till18,spotify:user:313gjlga7xptcojw3xoh5otxqqhi,313gjlga7xptcojw3xoh5otxqqhi,https://open.spotify.com/playlist/4UTXmxktWHZxQDbrlZAodU,spotify:playlist:4UTXmxktWHZxQDbrlZAodU
Funeral mass,,UserResponseWrapper,User,Carol Jeffery O Donovan,spotify:user:21bh7ncyyv5rxd62kl6wldati,21bh7ncyyv5rxd62kl6wldati,https://open.spotify.com/playlist/3zwo9T8kVm3HnNiBNyY1UX,spotify:playlist:3zwo9T8kVm3HnNiBNyY1UX
please play it at my funeral ,,UserResponseWrapper,User,~ℋ𝒶𝓇𝓁𝑒𝓎🥀~,spotify:user:jeile6pq8dfffowplkaqd3und,jeile6pq8dfffowplkaqd3und,https://open.spotify.com/playlist/3N49qaVFXqR1ByFYomIGVR,spotify:playlist:3N49qaVFXqR1ByFYomIGVR
Playlist for my Funeral,,UserResponseWrapper,User,shane,spotify:user:31elfvkd2e5ucdrryynlp7gxsyiu,31elfvkd2e5ucdrryynlp7gxsyiu,https://open.spotify.com/playlist/1kYjPPuyqqhUhLxvuUT0S4,spotify:playlist:1kYjPPuyqqhUhLxvuUT0S4
play these at my funeral 🪦,,UserResponseWrapper,User,peijes dna.,spotify:user:31v4inlnfczoxh67dnxenr62cukm,31v4inlnfczoxh67dnxenr62cukm,https://open.spotify.com/playlist/3n31wMAeYsIf7sCIrXwFlI,spotify:playlist:3n31wMAeYsIf7sCIrXwFlI
Bops for my funeral ,why have multiple playlists when you can throw everything to a single one?,UserResponseWrapper,User,valeriaosorno0507,spotify:user:valeriaosorno0507,valeriaosorno0507,https://open.spotify.com/playlist/6GXBw4Y5T77dhX4XvCIbtp,spotify:playlist:6GXBw4Y5T77dhX4XvCIbtp
Losing a pet 😭,,UserResponseWrapper,User,morgannnn 🦭,spotify:user:htc3lrpwj3aiux8zwxpwemvsg,htc3lrpwj3aiux8zwxpwemvsg,https://open.spotify.com/playlist/5tuXj1g0WLounbcdh4vbgC,spotify:playlist:5tuXj1g0WLounbcdh4vbgC
My Funeral,,UserResponseWrapper,User,Connie,spotify:user:31ualahv6d2vwsopcdzbhtr444iu,31ualahv6d2vwsopcdzbhtr444iu,https://open.spotify.com/playlist/1sOpAffgUSWCb96ItXD2eX,spotify:playlist:1sOpAffgUSWCb96ItXD2eX
Spanish Grief playlist ,,UserResponseWrapper,User,E,spotify:user:nbs8bdqgson63m9o87i263bd7,nbs8bdqgson63m9o87i263bd7,https://open.spotify.com/playlist/0pQeMKgUNBoNnhTssGMYyE,spotify:playlist:0pQeMKgUNBoNnhTssGMYyE
ole reliable,funeral playlist,UserResponseWrapper,User,eeraee,spotify:user:effyraee,effyraee,https://open.spotify.com/playlist/6imRgc0R5EebQAHjFRfyEb,spotify:playlist:6imRgc0R5EebQAHjFRfyEb
Country Songs About Death and Loss,"country songs about death 2023. sad country songs about death. Including artists like Tim McGraw, Faith Hill, Rascal Flatts, Miranda Lambert, Luke Bryan and more. • ",UserResponseWrapper,User,"Beer, Bear and Beard",spotify:user:1cib7n6p4wzzjo31t9h6xe7cw,1cib7n6p4wzzjo31t9h6xe7cw,https://open.spotify.com/playlist/5pqlN1hJYsvSICKdQXD2yf,spotify:playlist:5pqlN1hJYsvSICKdQXD2yf
bangers that would resurrect you from hospice,songs that will pull you out of a deep manic depression as well as make you sit straight up from your open casket viewing.,UserResponseWrapper,User,sophianoemi,spotify:user:sophianoemi,sophianoemi,https://open.spotify.com/playlist/6pZDErDPz1qfVPut5RZFr9,spotify:playlist:6pZDErDPz1qfVPut5RZFr9
Hospice playlist,,UserResponseWrapper,User,jloganpuckett,spotify:user:jloganpuckett,jloganpuckett,https://open.spotify.com/playlist/1y1ZxCPZFVwynvQItCMZHU,spotify:playlist:1y1ZxCPZFVwynvQItCMZHU
Funeek ,,UserResponseWrapper,User,xoo_0ox,spotify:user:31zlgag5dzbdl523o5xsjz6wbczu,31zlgag5dzbdl523o5xsjz6wbczu,https://open.spotify.com/playlist/4bY6QOoj9mjjOoiS8LxdY2,spotify:playlist:4bY6QOoj9mjjOoiS8LxdY2
Crying? Good! ,Play this at my funeral ,UserResponseWrapper,User,samm6221,spotify:user:samm6221,samm6221,https://open.spotify.com/playlist/1vdrFc2NMt7uMWYsBTZpxF,spotify:playlist:1vdrFc2NMt7uMWYsBTZpxF
Twin City Takeover 2026,"I Prevail, Three Days Grace, Sleep Theory and Funeral Portrait",UserResponseWrapper,User,sadie,spotify:user:hbzcersuv3km1gaabeunmn8w4,hbzcersuv3km1gaabeunmn8w4,https://open.spotify.com/playlist/6cEf2RF5Jre5tdWE5P6jIn,spotify:playlist:6cEf2RF5Jre5tdWE5P6jIn
3/26,Saved an Owl. Went to a funeral and got an IUD in the same day. Saw a psychiatrist for the first time she thinks I got OCD 🥸 threw up in a target fitting room on my new meds,UserResponseWrapper,User,lilahfloch,spotify:user:lilahfloch-us,lilahfloch-us,https://open.spotify.com/playlist/5XpnDP0w9xzDZ6UDOHUgsB,spotify:playlist:5XpnDP0w9xzDZ6UDOHUgsB
Funeral Regida,,UserResponseWrapper,User,mia trujillo,spotify:user:31vu37q624gnuqudost4rxuearfm,31vu37q624gnuqudost4rxuearfm,https://open.spotify.com/playlist/0b1Yx7tLI1thi7YwoFDdZ6,spotify:playlist:0b1Yx7tLI1thi7YwoFDdZ6
Organ music for funerals,,UserResponseWrapper,User,andyferguson1,spotify:user:andyferguson1,andyferguson1,https://open.spotify.com/playlist/7rEEcInqh9e0slsApwln0x,spotify:playlist:7rEEcInqh9e0slsApwln0x
"  Funeral songs ,,, ⚰️  If Tomorrow Starts Without Me ",Up In A Puff Of Smoke,UserResponseWrapper,User,Mark A. Hayward,spotify:user:31kgqcmgf3u3wdolpzujwcovgr7m,31kgqcmgf3u3wdolpzujwcovgr7m,https://open.spotify.com/playlist/4ZBLXF8kWnBsv8GBd8sWSW,spotify:playlist:4ZBLXF8kWnBsv8GBd8sWSW
Firefighter Funeral Songs,,UserResponseWrapper,User,Eric St. Pierre,spotify:user:fy3jmh0bitijkp811i4bk43r5,fy3jmh0bitijkp811i4bk43r5,https://open.spotify.com/playlist/7cBOsB1a14YmU8VWmArIIv,spotify:playlist:7cBOsB1a14YmU8VWmArIIv
Dad’s funeral songs,,UserResponseWrapper,User,SofiaRivera,spotify:user:31yo654o3t2qc43ifla3jgh3aaai,31yo654o3t2qc43ifla3jgh3aaai,https://open.spotify.com/playlist/0VOz0venBxaEKCkVZf0Fdj,spotify:playlist:0VOz0venBxaEKCkVZf0Fdj
The Last Funeral,,UserResponseWrapper,User,Jay Witch,spotify:user:21cj3cwra223bk5hcmaacrsvi,21cj3cwra223bk5hcmaacrsvi,https://open.spotify.com/playlist/0YITcgxK4aJSLlBHoZVKCL,spotify:playlist:0YITcgxK4aJSLlBHoZVKCL
Sad Songs For Funerals,,UserResponseWrapper,User,Rosie Poulton,spotify:user:fzmsfwemaegb2kzf1e6b7gih3,fzmsfwemaegb2kzf1e6b7gih3,https://open.spotify.com/playlist/3HoD9sAn8bkJ7iXTBh60Fe,spotify:playlist:3HoD9sAn8bkJ7iXTBh60Fe
Rosegarden Funeral Party Mix,"<a href=spotify:playlist:37i9dQZF1EIXclIu8ThKoY>Nox Novacula</a>, <a href=spotify:playlist:37i9dQZF1EIX5JMBY2yQVd>Horror Vacui</a> and <a href=spotify:playlist:37i9dQZF1EIZPbgAsu1Qz2>Bloody Dead And Sexy</a>",UserResponseWrapper,User,Spotify,spotify:user:spotify,spotify,https://open.spotify.com/playlist/37i9dQZF1EIZbXMSxyNrjB,spotify:playlist:37i9dQZF1EIZbXMSxyNrjB
Mi último deseo en vida recuérdenme  así está tristeza mía cuando sea mi funeral 😢🍺🦜,El día que yo me muera no me voy a llevarme nada hay que darle gusto al gusto la vida pronto se acaba lo que pasó en este mundo no más el recuerdo queda ya muerto voy a llevarme nada nada nada no más un puño de tierra💐🕯️🪦,UserResponseWrapper,User,😈Scrappy4nueve2®™😈,spotify:user:31h7eovagsb5lxhrlrcwoujtfx7q,31h7eovagsb5lxhrlrcwoujtfx7q,https://open.spotify.com/playlist/6pCoDi7WIWg9ih47VhzAyY,spotify:playlist:6pCoDi7WIWg9ih47VhzAyY
Play this at my funeral,,UserResponseWrapper,User,Giavonnilwatkins,spotify:user:3143g3ieybotjhzmbim4djs6qbwu,3143g3ieybotjhzmbim4djs6qbwu,https://open.spotify.com/playlist/0Y9u6eKW6fncB1fxbXqeup,spotify:playlist:0Y9u6eKW6fncB1fxbXqeup
 Rudys  Music Funeral Jazz request play list ,,UserResponseWrapper,User,Rudy Ortega,spotify:user:rxo6npwklmi1r6gjxibvqcovi,rxo6npwklmi1r6gjxibvqcovi,https://open.spotify.com/playlist/5SsbLKP7BVTlexuNEw4Kpf,spotify:playlist:5SsbLKP7BVTlexuNEw4Kpf
play at my funeral,,UserResponseWrapper,User,keira,spotify:user:18s22ikkib9v1zamv7k1x23u0,18s22ikkib9v1zamv7k1x23u0,https://open.spotify.com/playlist/437yy4HeKHHVpy7H73x6PX,spotify:playlist:437yy4HeKHHVpy7H73x6PX
Play this at my funeral :^),,UserResponseWrapper,User,Will,spotify:user:gurrenbelagann,gurrenbelagann,https://open.spotify.com/playlist/7ciXha49yl0pRP5JxFBGpM,spotify:playlist:7ciXha49yl0pRP5JxFBGpM
mortuary science and funeral directing student,shout-out all my MSFS buddies! (Also: GO DAWGS!),UserResponseWrapper,User,⁠☆whitney⁠☆,spotify:user:swirlycanducane1,swirlycanducane1,https://open.spotify.com/playlist/3S19oca8J646aFTQNU1Srg,spotify:playlist:3S19oca8J646aFTQNU1Srg
Funerals - Samoan,,UserResponseWrapper,User,iknowit.nz,spotify:user:31ky2shwi6jmrqzo4pby26avkzc4,31ky2shwi6jmrqzo4pby26avkzc4,https://open.spotify.com/playlist/1ddQ1sNkoeN9BdVHJb4vCj,spotify:playlist:1ddQ1sNkoeN9BdVHJb4vCj
The Funeral Mix (Vol ll),,UserResponseWrapper,User,QuackOffNerd,spotify:user:31iv2momaellqpiwlzyetod6caci,31iv2momaellqpiwlzyetod6caci,https://open.spotify.com/playlist/5hg7YrXwyXHGnBBY7ApQoI,spotify:playlist:5hg7YrXwyXHGnBBY7ApQoI
Play these at my funeral🪦,,UserResponseWrapper,User,Yodamanbb8,spotify:user:smithjeremywbb8,smithjeremywbb8,https://open.spotify.com/playlist/4adObaJwzT2faPqmXUODLr,spotify:playlist:4adObaJwzT2faPqmXUODLr
Baby funeral songs,,UserResponseWrapper,User,Shapoppy,spotify:user:y8qw8pah16zmisfz0hc83qyuh,y8qw8pah16zmisfz0hc83qyuh,https://open.spotify.com/playlist/68E6VkR1YUvDaKb6taAc7u,spotify:playlist:68E6VkR1YUvDaKb6taAc7u
Soundtrack for my Funeral,I&#x27;m going to hell. :3,UserResponseWrapper,User,Chaos Deity,spotify:user:qdrw02oarsoza53ytin0075iw,qdrw02oarsoza53ytin0075iw,https://open.spotify.com/playlist/5BZerVbX8tLdpydJFeGHMT,spotify:playlist:5BZerVbX8tLdpydJFeGHMT
Play this at my funeral,,UserResponseWrapper,User,Mar,spotify:user:znis9n6tqar6p77v6fj00dez9,znis9n6tqar6p77v6fj00dez9,https://open.spotify.com/playlist/4ll53CxuNN8WY0VJv3eVHq,spotify:playlist:4ll53CxuNN8WY0VJv3eVHq
playedatmyfuneral,These bangers are coming to the grave with me!!!!,UserResponseWrapper,User,Yashika,spotify:user:31tbhowgkdxqtfwcly5xdlvllxdy,31tbhowgkdxqtfwcly5xdlvllxdy,https://open.spotify.com/playlist/58T53r4YJfkrYFCVOhH5LJ,spotify:playlist:58T53r4YJfkrYFCVOhH5LJ
Songs for Dads & Mums Funeral,,UserResponseWrapper,User,KY1959,spotify:user:ky1959,ky1959,https://open.spotify.com/playlist/5OHeMg5b1jmxkcA6Z4GNgu,spotify:playlist:5OHeMg5b1jmxkcA6Z4GNgu
ʷᵉˡᶜᵒᵐᵉ ᵗᵒ ᵐʸ ᶠᵘⁿᵉʳᵃˡ ,ᵃ ᵖˡᵃʸˡⁱˢᵗ ᵒᶠ ᵉᵛᵉʳʸ ˢᵒⁿᵍ ᵗʰᵃᵗ ⁱ ᶜʰᵉʳⁱˢʰ ˙ᵕ˙,UserResponseWrapper,User,lsd,spotify:user:worldwidedead,worldwidedead,https://open.spotify.com/playlist/1rlfHN1VkN6LSLYKyebCM1,spotify:playlist:1rlfHN1VkN6LSLYKyebCM1
the mourning of a loss,"to mourn is to: &#x27;express sorrow for someone&#x27;s death.&#x27; a noun, with synonyms including; grief &amp; lamentation.",UserResponseWrapper,User,maddi ⭐️,spotify:user:maddi.ansleyy,maddi.ansleyy,https://open.spotify.com/playlist/1MXLd0oNbq1l4cYvFmnbik,spotify:playlist:1MXLd0oNbq1l4cYvFmnbik
Dads funeral,,UserResponseWrapper,User,cassb15,spotify:user:cassb15,cassb15,https://open.spotify.com/playlist/5BkpApPzXtUiiqNMt7ZXER,spotify:playlist:5BkpApPzXtUiiqNMt7ZXER
Playlist For Grief and Loss,Sad songs to deal with grief and loss of various forms.,UserResponseWrapper,User,Chelsea Dorsey,spotify:user:1237266579,1237266579,https://open.spotify.com/playlist/4VdAlUjMtVLMx8W24vCW9M,spotify:playlist:4VdAlUjMtVLMx8W24vCW9M
F U N E R A L 🌈💀🌈,Uso exclusivo para mi funeral. ENJOY.,UserResponseWrapper,User,In a Stormy Haze,spotify:user:3tgrox2xq0to4nsn16vahw1i5,3tgrox2xq0to4nsn16vahw1i5,https://open.spotify.com/playlist/4WVGLQtXi6hveeehX8ujTl,spotify:playlist:4WVGLQtXi6hveeehX8ujTl
Missing Dad❤️🕊,,UserResponseWrapper,User,Pjones.vt,spotify:user:payton.jones-12,payton.jones-12,https://open.spotify.com/playlist/1ONJg3HO7YSwiQDfbOJD7d,spotify:playlist:1ONJg3HO7YSwiQDfbOJD7d
da playlist. ,play ts at my funeral or i’m haunting you. ,UserResponseWrapper,User,Izzy Milzow,spotify:user:3146mvn2pqew5req7ki4ottocxwy,3146mvn2pqew5req7ki4ottocxwy,https://open.spotify.com/playlist/4IPI2HRuUM99F5wCJz7sRx,spotify:playlist:4IPI2HRuUM99F5wCJz7sRx
DEATH METAL MIX,"The biggest mix of Cavernous Death, Brutal Death, Slamming Death, Tech Death, Funeral Death, HxC Crossover Death, &amp; all the Death in between.",UserResponseWrapper,User,Dalt,spotify:user:dduffey18,dduffey18,https://open.spotify.com/playlist/44czFyJa9pGCHakyo5sYGD,spotify:playlist:44czFyJa9pGCHakyo5sYGD
Jas Von - Funeral,Jas Von Funeral,UserResponseWrapper,User,Rode410,spotify:user:3137zxmakfhdll7ppfawuywevoqi,3137zxmakfhdll7ppfawuywevoqi,https://open.spotify.com/playlist/4CKK0Vs2o6oUJfPSGcS6VQ,spotify:playlist:4CKK0Vs2o6oUJfPSGcS6VQ
Funeral songs 4 G,,UserResponseWrapper,User,Adamgurrola,spotify:user:31m2zzj7ztx7kn53yerropb5he3m,31m2zzj7ztx7kn53yerropb5he3m,https://open.spotify.com/playlist/2O9X18LUpZf88imvQpI8Dv,spotify:playlist:2O9X18LUpZf88imvQpI8Dv
